ID,Frequency,Recency,Monetary,T,Actual_Purchases,Predicted_Purchases,p_alive,p_not_alive,Actual_Avg_Monetary,Predicted_Avg_Monetary,Actual_cltv,Predicted_cltv,CLTV_label,Cluster,Customer_Segment
2285,12,0,335,397,0.0,2.9591920821989656e-35,0.0,1.0,27.916666666666668,28.306489772189,0.0,0.0,Non-profitable,0,Moderate-Value
2295,21,57,825,147,33.1578947368421,4.3772454323871434e-08,0.0,1.0,39.285714285714285,39.53220552933997,0.0,0.23,Profitable,0,Moderate-Value
1378,17,24,694,340,63.75,3.543990792821381e-21,0.0,1.0,40.8235294117647,41.132197540850576,0.0,0.0,Non-profitable,0,Moderate-Value
1165,15,62,496,423,21.774193548387096,6.008420827905162e-15,0.0,1.0,33.06666666666667,33.3935834641213,0.0,0.0,Non-profitable,0,Moderate-Value
1404,9,89,231,410,9.101123595505618,1.3909778262711979e-08,0.0,1.0,25.666666666666668,26.17591963470411,0.0,0.01,Profitable,0,Moderate-Value
2639,6,45,68,170,12.0,0.0002632822783462227,0.0002,0.9998,11.333333333333334,11.99225003565114,0.0,0.32,Profitable,2,Low-Value
8299,5,46,71,291,9.782608695652174,3.0193432621973782e-06,0.0,1.0,14.2,15.017565766554027,0.0,0.09,Profitable,2,Low-Value
6437,5,80,76,375,5.625,3.6011533471194856e-06,0.0,1.0,15.2,16.02652563705671,0.0,0.07,Profitable,2,Low-Value
6912,21,60,772,313,31.499999999999996,3.2159806295085244e-16,0.0,1.0,36.76190476190476,37.00304846173354,0.0,0.0,Non-profitable,0,Moderate-Value
7327,6,71,47,182,7.605633802816901,0.0027220045490408693,0.0017,0.9983,7.833333333333333,8.466156046478964,0.0,0.28,Profitable,2,Low-Value
5299,23,43,1586,222,48.13953488372093,1.3138791695945536e-16,0.0,1.0,68.95652173913044,69.23892781560136,0.0,0.0,Non-profitable,1,VIP
4127,32,97,1529,492,29.690721649484537,9.819257654724236e-25,0.0,1.0,47.78125,47.954696485066755,0.0,0.0,Non-profitable,0,Moderate-Value
8143,11,49,265,334,20.20408163265306,3.8556057434206716e-11,0.0,1.0,24.09090909090909,24.50080902308577,0.0,0.0,Non-profitable,2,Low-Value
1964,17,66,1603,297,23.18181818181818,2.821213165987234e-12,0.0,1.0,94.29411764705883,94.7428088741182,0.0,0.0,Non-profitable,3,High-Value
3690,21,20,2091,534,94.5,5.990553753977037e-33,0.0,1.0,99.57142857142857,99.94565548386332,0.0,0.0,Non-profitable,3,High-Value
3433,20,54,981,391,33.33333333333333,4.03030143317741e-19,0.0,1.0,49.05,49.33056891751709,0.0,0.0,Non-profitable,0,Moderate-Value
3389,30,61,1533,584,44.26229508196721,1.4783885968641964e-32,0.0,1.0,51.1,51.289945922295274,0.0,0.0,Non-profitable,0,Moderate-Value
4712,6,18,82,578,30.0,1.1973847811237407e-13,0.0,1.0,13.666666666666666,14.34297936176592,0.0,0.0,Non-profitable,2,Low-Value
1170,10,45,244,461,20.0,2.7227951629183667e-13,0.0,1.0,24.4,24.852451270444693,0.0,0.0,Non-profitable,2,Low-Value
6347,4,26,36,367,13.846153846153847,8.537662240227165e-08,0.0,1.0,9.0,9.965881593424598,0.0,0.03,Profitable,2,Low-Value
4065,14,0,404,502,0.0,5.8252009061536856e-43,0.0,1.0,28.857142857142858,29.194092011099816,0.0,0.0,Non-profitable,0,Moderate-Value
8230,5,28,71,157,16.071428571428573,0.00012247351342188926,0.0001,0.9999,14.2,15.017565766554027,0.0,0.38,Profitable,2,Low-Value
1215,22,49,1572,264,40.40816326530612,9.222811326765744e-17,0.0,1.0,71.45454545454545,71.75486596538697,0.0,0.0,Non-profitable,1,VIP
5939,7,84,122,163,7.5,0.019335530478598123,0.0092,0.9908,17.428571428571427,18.031665635759815,0.02,0.9,Profitable,2,Low-Value
2156,6,38,41,603,14.210526315789473,5.215180721859924e-12,0.0,1.0,6.833333333333333,7.458700621001201,0.0,0.0,Non-profitable,2,Low-Value
10323,11,88,304,247,11.25,7.193047034930421e-06,0.0,1.0,27.636363636363637,28.060632803910607,0.0,0.2,Profitable,0,Moderate-Value
1891,15,12,1754,690,112.5,8.120064018655001e-31,0.0,1.0,116.93333333333334,117.50924100440693,0.0,0.0,Non-profitable,3,High-Value
2570,21,35,815,341,54.0,3.292600189829568e-22,0.0,1.0,38.80952380952381,39.05500608262177,0.0,0.0,Non-profitable,0,Moderate-Value
9256,23,5,1001,541,413.99999999999994,1.1766733963788304e-48,0.0,1.0,43.52173913043478,43.75494836170266,0.0,0.0,Non-profitable,0,Moderate-Value
295,21,77,1157,345,24.545454545454543,4.681840205662195e-15,0.0,1.0,55.095238095238095,55.37522716038401,0.0,0.0,Non-profitable,1,VIP
7397,18,45,688,345,36.0,1.480086350016135e-17,0.0,1.0,38.22222222222222,38.50726707166991,0.0,0.0,Non-profitable,0,Moderate-Value
6349,18,71,1319,358,22.816901408450704,2.6116687303221156e-14,0.0,1.0,73.27777777777777,73.64950979475587,0.0,0.0,Non-profitable,1,VIP
10790,3,40,21,495,6.75,9.530042393585466e-08,0.0,1.0,7.0,8.262633184776504,0.0,0.02,Profitable,2,Low-Value
10398,3,82,31,671,3.292682926829268,2.508283594687451e-08,0.0,1.0,10.333333333333334,11.646042693824517,0.0,0.01,Profitable,2,Low-Value
2431,5,70,67,545,6.428571428571428,8.871225258469744e-09,0.0,1.0,13.4,14.210397870151883,0.0,0.01,Profitable,2,Low-Value
550,19,87,708,402,19.655172413793103,1.4870478397083003e-14,0.0,1.0,37.26315789473684,37.53091873364089,0.0,0.0,Non-profitable,0,Moderate-Value
1890,3,95,25,648,2.8421052631578947,8.150389824631849e-08,0.0,1.0,8.333333333333334,9.615996988395711,0.0,0.01,Profitable,2,Low-Value
10742,11,72,746,487,13.750000000000002,2.4691135322082035e-12,0.0,1.0,67.81818181818181,68.40530231992544,0.0,0.0,Non-profitable,1,VIP
10356,4,5,32,645,72.0,1.0806164352861482e-13,0.0,1.0,8.0,8.954656611700585,0.0,0.0,Non-profitable,2,Low-Value
4676,23,86,1695,116,24.069767441860463,0.07529587179887037,0.0083,0.9917,73.69565217391305,73.98722484205427,0.28,15.85,Profitable,1,VIP
8852,23,80,1080,667,25.874999999999996,3.936780925793458e-25,0.0,1.0,46.95652173913044,47.19637464693001,0.0,0.0,Non-profitable,0,Moderate-Value
3565,6,62,72,91,8.709677419354838,0.7810694450779864,0.2428,0.7572,12.0,12.663886985969647,0.49,0.9,Profitable,2,Low-Value
5294,7,49,57,221,12.857142857142856,7.806951965534353e-06,0.0,1.0,8.142857142857142,8.686675381813256,0.0,0.09,Profitable,2,Low-Value
1958,19,85,660,100,20.11764705882353,2.69944612597138,0.3086,0.6914,34.73684210526316,34.998685311822996,4.72,7.74,Profitable,0,Moderate-Value
7349,7,7,103,635,90.0,2.22476979311614e-18,0.0,1.0,14.714285714285714,15.300053099990823,0.0,0.0,Non-profitable,2,Low-Value
8799,8,6,153,279,120.0,9.564798573552375e-15,0.0,1.0,19.125,19.66175473564119,0.0,0.01,Profitable,2,Low-Value
1351,28,25,1220,647,100.80000000000001,3.492365110732306e-43,0.0,1.0,43.57142857142857,43.763006074781224,0.0,0.0,Non-profitable,0,Moderate-Value
1045,11,55,279,682,18.0,7.317893157220679e-17,0.0,1.0,25.363636363636363,25.778694482869042,0.0,0.0,Non-profitable,0,Moderate-Value
7732,19,81,745,178,21.11111111111111,2.76787183860659e-06,0.0,1.0,39.21052631578947,39.48284866295885,0.0,0.39,Profitable,0,Moderate-Value
8070,11,98,264,120,10.10204081632653,1.4584510430611188,0.3371,0.6629,24.0,24.409531490244106,1.78,2.86,Profitable,2,Low-Value
7832,22,30,1526,305,66.0,3.31672253758678e-23,0.0,1.0,69.36363636363636,69.65972836104244,0.0,0.0,Non-profitable,1,VIP
2202,5,98,69,446,4.591836734693878,1.3329222986314779e-06,0.0,1.0,13.8,14.613981818352956,0.0,0.04,Profitable,2,Low-Value
7396,25,92,1597,596,24.456521739130434,1.5152160204487152e-23,0.0,1.0,63.88,64.13074114010938,0.0,0.0,Non-profitable,1,VIP
10340,12,68,497,593,15.882352941176471,2.704550367084938e-15,0.0,1.0,41.416666666666664,41.85662699699231,0.0,0.0,Non-profitable,0,Moderate-Value
10091,15,78,1067,405,17.30769230769231,6.178158436825555e-13,0.0,1.0,71.13333333333334,71.57326586118258,0.0,0.0,Non-profitable,1,VIP
7629,5,46,31,52,9.782608695652174,4.054430735005836,0.8597,0.14029999999999998,6.2,6.945886802532576,1.41,0.52,Profitable,2,Low-Value
10640,9,71,211,297,11.408450704225352,2.7613028330623687e-07,0.0,1.0,23.444444444444443,23.942679718232814,0.0,0.05,Profitable,2,Low-Value
3498,21,6,877,581,315.0,2.702295969478716e-44,0.0,1.0,41.76190476190476,42.01364265227458,0.0,0.0,Non-profitable,0,Moderate-Value
6742,3,82,11,532,3.292682926829268,6.292516232511328e-07,0.0,1.0,3.6666666666666665,4.879223675728493,0.0,0.01,Profitable,2,Low-Value
1172,24,71,2034,424,30.422535211267604,1.3109715548033069e-20,0.0,1.0,84.75,85.04989043925323,0.0,0.0,Non-profitable,1,VIP
569,18,32,1991,197,50.625,2.188918279166736e-14,0.0,1.0,110.61111111111111,111.07516290079991,0.0,0.01,Profitable,3,High-Value
4686,24,28,1686,88,77.14285714285714,1.7868057658744043e-10,0.0,1.0,70.25,70.52301479889671,0.0,1.34,Profitable,1,VIP
1381,12,20,324,152,54.0,1.3967312617558617e-10,0.0,1.0,27.0,27.386418726060377,0.0,0.11,Profitable,0,Moderate-Value
2634,6,10,69,72,54.0,0.00013489302601814876,0.0,1.0,11.5,12.160159273230764,0.0,0.78,Profitable,2,Low-Value
10905,11,7,252,608,141.42857142857142,3.044318863454527e-25,0.0,1.0,22.90909090909091,23.314201096144156,0.0,0.0,Non-profitable,2,Low-Value
1744,4,67,54,538,5.3731343283582085,4.555962814612211e-08,0.0,1.0,13.5,14.516394011182653,0.0,0.02,Profitable,2,Low-Value
1000,23,48,964,478,43.125,1.650996945213941e-25,0.0,1.0,41.91304347826087,42.14314111419112,0.0,0.0,Non-profitable,0,Moderate-Value
3828,26,61,1327,497,38.36065573770492,3.0237768049617316e-26,0.0,1.0,51.03846153846154,51.25757462823755,0.0,0.0,Non-profitable,0,Moderate-Value
8605,5,36,68,98,12.5,0.02721033180657529,0.0107,0.9893,13.6,14.412189844252419,0.02,0.74,Profitable,2,Low-Value
10304,4,77,60,548,4.675324675324676,7.158726228861208e-08,0.0,1.0,15.0,16.03323148376867,0.0,0.02,Profitable,2,Low-Value
4351,4,90,55,428,4.0,4.4411262109718624e-06,0.0,1.0,13.75,14.769200256613656,0.0,0.06,Profitable,2,Low-Value
10129,20,35,1456,109,51.42857142857142,6.595238148865477e-09,0.0,1.0,72.8,73.13341304124766,0.0,1.1,Profitable,1,VIP
2499,17,38,563,419,40.26315789473684,4.510408462671955e-20,0.0,1.0,33.11764705882353,33.40613584155678,0.0,0.0,Non-profitable,0,Moderate-Value
10092,22,46,1504,496,43.04347826086957,1.821419231806477e-25,0.0,1.0,68.36363636363636,68.65770602852984,0.0,0.0,Non-profitable,1,VIP
7500,17,33,564,66,46.36363636363636,0.0011336096301658215,0.0001,0.9999,33.1764705882353,33.4651134117804,0.0,6.29,Profitable,0,Moderate-Value
5796,22,70,1125,215,28.285714285714285,7.889659016267678e-11,0.0,1.0,51.13636363636363,51.395594027517355,0.0,0.01,Profitable,0,Moderate-Value
1064,4,18,42,200,20.0,9.556195452145369e-06,0.0,1.0,10.5,11.482719066010615,0.0,0.15,Profitable,2,Low-Value
7610,14,32,460,437,39.375,1.385903620520163e-18,0.0,1.0,32.857142857142854,33.20681852245768,0.0,0.0,Non-profitable,0,Moderate-Value
263,7,9,145,32,70.0,0.0262842446848717,0.0026,0.9974,20.714285714285715,21.338354494848602,0.03,2.37,Profitable,2,Low-Value
10814,24,6,1376,529,360.0,1.3328270480081342e-48,0.0,1.0,57.333333333333336,57.58240718823431,0.0,0.0,Non-profitable,1,VIP
9710,21,80,792,525,23.625,4.5620032722462726e-20,0.0,1.0,37.714285714285715,37.95744735516993,0.0,0.0,Non-profitable,0,Moderate-Value
9292,22,74,1382,611,26.756756756756758,9.427642960863849e-24,0.0,1.0,62.81818181818182,63.10103673005089,0.0,0.0,Non-profitable,1,VIP
10250,3,49,28,586,5.5102040816326525,2.177920217590064e-08,0.0,1.0,9.333333333333334,10.631019841110113,0.0,0.01,Profitable,2,Low-Value
7881,23,21,1033,274,98.57142857142858,2.8262605028828846e-26,0.0,1.0,44.91304347826087,45.148943819009936,0.0,0.0,Non-profitable,0,Moderate-Value
5847,20,95,882,396,18.94736842105263,3.4971875954813604e-14,0.0,1.0,44.1,44.36955508962377,0.0,0.0,Non-profitable,0,Moderate-Value
737,13,56,2231,483,20.892857142857142,2.897494318679003e-15,0.0,1.0,171.6153846153846,172.4676038421457,0.0,0.0,Non-profitable,3,High-Value
3571,16,48,1101,621,30.0,7.70774492217901e-22,0.0,1.0,68.8125,69.21840177320851,0.0,0.0,Non-profitable,1,VIP
7807,11,26,369,655,38.07692307692307,4.3381751124650515e-20,0.0,1.0,33.54545454545455,33.99367243861868,0.0,0.0,Non-profitable,0,Moderate-Value
3878,4,3,48,122,120.0,1.2214035786059338e-06,0.0,1.0,12.0,12.999556538596634,0.0,0.34,Profitable,2,Low-Value
5092,15,39,467,502,34.61538461538462,8.138260101835423e-20,0.0,1.0,31.133333333333333,31.45451027758053,0.0,0.0,Non-profitable,0,Moderate-Value
2154,5,33,44,551,13.636363636363637,1.133851688538552e-10,0.0,1.0,8.8,9.569182465839548,0.0,0.0,Non-profitable,2,Low-Value
5394,6,42,38,469,12.857142857142856,5.459890368584065e-10,0.0,1.0,6.333333333333333,6.954972908262318,0.0,0.0,Non-profitable,2,Low-Value
3798,6,80,81,235,6.75,0.00037269183702273837,0.0003,0.9997,13.5,14.175070124186293,0.0,0.27,Profitable,2,Low-Value
3524,8,9,167,329,80.0,1.5075113921369544e-14,0.0,1.0,20.875,21.4215217772181,0.0,0.0,Non-profitable,2,Low-Value
5883,18,78,664,399,20.76923076923077,9.412495459215437e-15,0.0,1.0,36.888888888888886,37.170636603596904,0.0,0.0,Non-profitable,0,Moderate-Value
2118,17,68,622,292,22.5,7.124107772748045e-12,0.0,1.0,36.588235294117645,36.88581248475017,0.0,0.0,Non-profitable,0,Moderate-Value
8812,5,45,48,476,10.0,5.112489049514036e-09,0.0,1.0,9.6,10.376350362241693,0.0,0.01,Profitable,2,Low-Value
6616,14,47,461,249,26.80851063829787,4.386069510740648e-11,0.0,1.0,32.92857142857143,33.27847435301764,0.0,0.01,Profitable,0,Moderate-Value
2797,25,34,1073,313,66.1764705882353,4.1615290906106865e-25,0.0,1.0,42.92,43.133448671513605,0.0,0.0,Non-profitable,0,Moderate-Value
4328,6,81,55,295,6.666666666666666,2.6590546704171416e-05,0.0,1.0,9.166666666666666,9.809429947115982,0.0,0.09,Profitable,2,Low-Value
9167,23,72,976,460,28.749999999999996,7.542104116399311e-21,0.0,1.0,42.43478260869565,42.665889410681345,0.0,0.0,Non-profitable,0,Moderate-Value
2631,16,29,1149,417,49.6551724137931,6.650660366890698e-21,0.0,1.0,71.8125,72.22675022607837,0.0,0.0,Non-profitable,1,VIP
5534,8,30,224,252,24.0,6.650081326900509e-09,0.0,1.0,28.0,28.58628758935267,0.0,0.05,Profitable,0,Moderate-Value
5093,6,15,101,649,36.0,5.860031799816934e-15,0.0,1.0,16.833333333333332,17.53325487577884,0.0,0.0,Non-profitable,2,Low-Value
7592,9,86,209,437,9.418604651162791,3.2219494302182696e-09,0.0,1.0,23.22222222222222,23.719355726585686,0.0,0.0,Non-profitable,2,Low-Value
8895,20,68,968,632,26.47058823529412,3.1805492681653196e-23,0.0,1.0,48.4,48.67912265728867,0.0,0.0,Non-profitable,0,Moderate-Value
8584,16,54,1165,386,26.666666666666664,9.369240944506163e-16,0.0,1.0,72.8125,73.22953304370165,0.0,0.0,Non-profitable,1,VIP
2694,4,44,24,103,8.181818181818182,0.08158449597498423,0.0412,0.9588,6.0,6.932206648252561,0.03,0.29,Profitable,2,Low-Value
8910,11,7,252,608,141.42857142857142,3.044318863454527e-25,0.0,1.0,22.90909090909091,23.314201096144156,0.0,0.0,Non-profitable,2,Low-Value
7433,8,87,165,669,8.275862068965518,6.495918593720414e-12,0.0,1.0,20.625,21.170126485564253,0.0,0.0,Non-profitable,2,Low-Value
164,11,59,269,624,16.779661016949152,1.227809251443728e-15,0.0,1.0,24.454545454545453,24.865919154452417,0.0,0.0,Non-profitable,2,Low-Value
10477,6,16,102,327,33.75,2.5882364084314347e-10,0.0,1.0,17.0,17.70116411335847,0.0,0.02,Profitable,2,Low-Value
2681,18,1,461,332,1620.0,1.1906596579100964e-42,0.0,1.0,25.61111111111111,25.86497056114611,0.0,0.0,Non-profitable,0,Moderate-Value
5150,5,64,47,559,7.03125,3.531813803779368e-09,0.0,1.0,9.4,10.174558388141158,0.0,0.0,Non-profitable,2,Low-Value
5283,7,72,144,132,8.75,0.05685394457847688,0.022,0.978,20.571428571428573,21.194585414018654,0.06,1.31,Profitable,2,Low-Value
9645,23,98,1338,623,21.122448979591837,5.46602118243622e-22,0.0,1.0,58.17391304347826,58.43546302146994,0.0,0.0,Non-profitable,1,VIP
10678,23,91,917,213,22.747252747252745,1.9303689183288697e-08,0.0,1.0,39.869565217391305,40.09571028627106,0.0,0.03,Profitable,0,Moderate-Value
7261,12,8,318,544,135.0,2.355714386400833e-25,0.0,1.0,26.5,26.8845617918084,0.0,0.0,Non-profitable,0,Moderate-Value
9648,10,20,253,603,45.0,3.991353638686516e-19,0.0,1.0,25.3,25.756465229892473,0.0,0.0,Non-profitable,0,Moderate-Value
2870,15,6,502,646,225.0,3.7683094252053358e-34,0.0,1.0,33.46666666666667,33.79477101995732,0.0,0.0,Non-profitable,0,Moderate-Value
8008,6,54,119,202,10.0,0.00013623014527113113,0.0001,0.9999,19.833333333333332,20.555621152212133,0.0,0.41,Profitable,2,Low-Value
1513,16,72,1250,670,20.0,7.779896720233717e-20,0.0,1.0,78.125,78.55681676232533,0.0,0.0,Non-profitable,1,VIP
6173,23,46,969,239,45.0,7.647668336830098e-17,0.0,1.0,42.130434782608695,42.36095290439538,0.0,0.0,Non-profitable,0,Moderate-Value
1419,6,11,76,328,49.090909090909086,3.0722370827139974e-11,0.0,1.0,12.666666666666666,13.335523936288155,0.0,0.01,Profitable,2,Low-Value
9150,5,21,62,78,21.428571428571427,0.011159994226703667,0.0035,0.9965,12.4,13.201437999649201,0.01,0.74,Profitable,2,Low-Value
7960,25,89,1382,318,25.280898876404496,9.702970301005394e-15,0.0,1.0,55.28,55.515439840971794,0.0,0.0,Non-profitable,1,VIP
1250,6,82,84,142,6.585365853658536,0.09536312163103403,0.0458,0.9542,14.0,14.678797836925176,0.07,0.77,Profitable,2,Low-Value
9905,9,69,255,351,11.739130434782608,1.4555052556323144e-08,0.0,1.0,28.333333333333332,28.855807534469655,0.0,0.02,Profitable,0,Moderate-Value
10691,4,55,43,380,6.545454545454545,1.5277616016043823e-06,0.0,1.0,10.75,11.735525311441618,0.0,0.04,Profitable,2,Low-Value
7002,13,13,398,269,90.0,3.648664197151492e-18,0.0,1.0,30.615384615384617,30.9843676242294,0.0,0.0,Non-profitable,0,Moderate-Value
762,20,27,823,58,66.66666666666666,6.996085663505144e-05,0.0,1.0,41.15,41.412991293202495,0.0,8.98,Profitable,0,Moderate-Value
6977,28,87,1921,623,28.96551724137931,2.4798013366436714e-27,0.0,1.0,68.60714285714286,68.83848426629685,0.0,0.0,Non-profitable,1,VIP
6289,8,85,185,427,8.470588235294118,1.735153887774034e-08,0.0,1.0,23.125,23.6840794021027,0.0,0.01,Profitable,2,Low-Value
4168,14,30,433,466,42.0,1.3056335524792075e-19,0.0,1.0,30.928571428571427,31.272111097338712,0.0,0.0,Non-profitable,0,Moderate-Value
8397,4,82,34,170,4.390243902439025,0.03355273384137932,0.0276,0.9724,8.5,9.460269102562592,0.02,0.29,Profitable,2,Low-Value
9284,22,21,907,386,94.28571428571429,1.6106581609367442e-29,0.0,1.0,41.22727272727273,41.4664636417107,0.0,0.0,Non-profitable,0,Moderate-Value
6237,25,92,416,204,24.456521739130434,2.0309853280387335e-08,0.0,1.0,16.64,16.806690748102508,0.0,0.01,Profitable,2,Low-Value
3130,6,95,44,390,5.684210526315789,2.1574644178256734e-06,0.0,1.0,7.333333333333333,7.962428333740083,0.0,0.03,Profitable,2,Low-Value
1619,16,2,1588,62,720.0,2.86706226021853e-20,0.0,1.0,99.25,99.74060378461714,0.0,4.83,Profitable,3,High-Value
1990,16,74,1797,601,19.45945945945946,2.4107266275550108e-18,0.0,1.0,112.3125,112.83945433982124,0.0,0.0,Non-profitable,3,High-Value
5513,4,49,40,633,7.346938775510203,9.267550208830341e-10,0.0,1.0,10.0,10.97710657514861,0.0,0.0,Non-profitable,2,Low-Value
269,15,71,1143,590,19.014084507042252,1.4378121944910096e-17,0.0,1.0,76.2,76.65497490177216,0.0,0.0,Non-profitable,1,VIP
10513,11,68,1502,525,14.558823529411766,2.668223423965905e-13,0.0,1.0,136.54545454545453,137.4111171482223,0.0,0.0,Non-profitable,3,High-Value
10177,17,4,1338,500,382.5,1.582832273337281e-37,0.0,1.0,78.70588235294117,79.11375276485975,0.0,0.0,Non-profitable,1,VIP
2549,4,80,27,343,4.5,3.247364594581833e-05,0.0001,0.9999,6.75,7.69062538454557,0.0,0.06,Profitable,2,Low-Value
5782,20,15,763,274,120.0,6.877269172350785e-26,0.0,1.0,38.15,38.406316245994425,0.0,0.0,Non-profitable,0,Moderate-Value
10057,21,70,1331,345,27.0,5.878892250390119e-16,0.0,1.0,63.38095238095238,63.678497533280584,0.0,0.0,Non-profitable,1,VIP
10307,16,91,525,302,15.824175824175825,1.7672454578431254e-09,0.0,1.0,32.8125,33.1182203387704,0.0,0.0,Non-profitable,0,Moderate-Value
8566,3,10,9,14,27.0,9.464049692914061,0.8792,0.12080000000000002,3.0,4.202541773918891,1.99,0.23,Profitable,2,Low-Value
5684,5,25,68,261,18.0,4.1802514904896234e-07,0.0,1.0,13.6,14.412189844252419,0.0,0.08,Profitable,2,Low-Value
8334,7,34,131,268,18.52941176470588,4.665001769447112e-08,0.0,1.0,18.714285714285715,19.325587363229342,0.0,0.05,Profitable,2,Low-Value
9166,20,57,882,324,31.57894736842105,2.0966002814508552e-16,0.0,1.0,44.1,44.36955508962377,0.0,0.0,Non-profitable,0,Moderate-Value
1440,23,84,1149,663,24.642857142857146,1.5590563110165339e-24,0.0,1.0,49.95652173913044,50.20217735174883,0.0,0.0,Non-profitable,0,Moderate-Value
78,4,51,37,287,7.0588235294117645,2.3836915547311972e-05,0.0,1.0,9.25,10.218687838855601,0.0,0.09,Profitable,2,Low-Value
5441,13,97,388,308,12.061855670103093,7.298179646541815e-08,0.0,1.0,29.846153846153847,30.21250054175304,0.0,0.02,Profitable,0,Moderate-Value
5302,15,13,1428,499,103.84615384615384,1.0474844570616164e-26,0.0,1.0,95.2,95.71138380398314,0.0,0.0,Non-profitable,3,High-Value
4687,23,92,1633,402,22.5,1.8515679122568762e-16,0.0,1.0,71.0,71.28635864352142,0.0,0.0,Non-profitable,1,VIP
1087,7,30,173,403,21.0,6.236867509709892e-11,0.0,1.0,24.714285714285715,25.36388875808712,0.0,0.01,Profitable,0,Moderate-Value
6859,7,30,99,264,21.0,2.3329282241323082e-08,0.0,1.0,14.142857142857142,14.724976776671035,0.0,0.04,Profitable,2,Low-Value
9860,9,11,215,471,73.63636363636364,6.479877858464973e-18,0.0,1.0,23.88888888888889,24.389327701527073,0.0,0.0,Non-profitable,2,Low-Value
7129,23,72,929,497,28.749999999999996,6.248208412608775e-22,0.0,1.0,40.391304347826086,40.618458582761285,0.0,0.0,Non-profitable,0,Moderate-Value
5866,9,39,219,101,20.76923076923077,0.0022457119776838914,0.0005,0.9995,24.333333333333332,24.83597568482133,0.0,1.91,Profitable,2,Low-Value
10521,8,0,174,291,0.0,1.62003862920614e-22,0.0,1.0,21.75,22.301405298006554,0.0,0.0,Non-profitable,2,Low-Value
7393,6,15,92,566,36.0,5.988294291355686e-14,0.0,1.0,15.333333333333334,16.022071737562197,0.0,0.0,Non-profitable,2,Low-Value
7849,24,12,1052,293,180.0,8.784664090554236e-34,0.0,1.0,43.833333333333336,44.05738504031618,0.0,0.0,Non-profitable,0,Moderate-Value
332,11,56,275,464,17.678571428571427,3.4500955397573477e-13,0.0,1.0,25.0,25.413584351502394,0.0,0.0,Non-profitable,0,Moderate-Value
9847,14,39,587,695,32.30769230769231,2.836421072583233e-22,0.0,1.0,41.92857142857143,42.30710900357285,0.0,0.0,Non-profitable,0,Moderate-Value
531,22,55,1662,645,36.0,1.932691326333875e-27,0.0,1.0,75.54545454545455,75.85404823475669,0.0,0.0,Non-profitable,1,VIP
9576,8,60,159,503,12.0,4.731096700615126e-11,0.0,1.0,19.875,20.41594061060272,0.0,0.0,Non-profitable,2,Low-Value
6906,17,73,1024,391,20.95890410958904,2.1779151698704265e-14,0.0,1.0,60.23529411764706,60.5947957146441,0.0,0.0,Non-profitable,1,VIP
3170,14,86,1042,302,14.651162790697676,6.3609582271793316e-09,0.0,1.0,74.42857142857143,74.91051190835553,0.0,0.02,Profitable,1,VIP
8527,14,37,395,204,34.054054054054056,7.035673942201133e-11,0.0,1.0,28.214285714285715,28.549189536060158,0.0,0.02,Profitable,0,Moderate-Value
7872,22,7,557,655,282.85714285714283,1.3228626247027289e-46,0.0,1.0,25.318181818181817,25.52519926082846,0.0,0.0,Non-profitable,0,Moderate-Value
10595,5,19,69,356,23.684210526315788,2.8979504219681937e-09,0.0,1.0,13.8,14.613981818352956,0.0,0.02,Profitable,2,Low-Value
4609,15,14,486,169,96.42857142857143,4.2261625549531495e-16,0.0,1.0,32.4,32.724937537727925,0.0,0.01,Profitable,0,Moderate-Value
5010,4,72,34,147,5.0,0.05627245491368408,0.0402,0.9598,8.5,9.460269102562592,0.03,0.32,Profitable,2,Low-Value
4427,27,56,1365,649,43.392857142857146,1.7728050620182034e-32,0.0,1.0,50.55555555555556,50.765744530738964,0.0,0.0,Non-profitable,0,Moderate-Value
11148,3,85,13,406,3.176470588235294,1.9154141361644948e-05,0.0,1.0,4.333333333333333,5.555905577538095,0.0,0.03,Profitable,2,Low-Value
1168,20,62,1401,608,29.032258064516128,1.5841919656158206e-23,0.0,1.0,70.05,70.3772942479736,0.0,0.0,Non-profitable,1,VIP
9595,13,1,1574,534,1170.0,6.909586061476124e-36,0.0,1.0,121.07692307692308,121.75593652344904,0.0,0.0,Non-profitable,3,High-Value
10163,19,28,1323,292,61.07142857142858,2.0562684527815024e-20,0.0,1.0,69.63157894736842,69.97515945068267,0.0,0.0,Non-profitable,1,VIP
2886,28,70,1217,321,36.0,1.920314297076317e-19,0.0,1.0,43.464285714285715,43.655693044004416,0.0,0.0,Non-profitable,0,Moderate-Value
6710,6,84,103,589,6.428571428571428,1.6045174528320584e-09,0.0,1.0,17.166666666666668,17.8690733509381,0.0,0.0,Non-profitable,2,Low-Value
5316,6,89,84,360,6.067415730337078,3.983372847339352e-06,0.0,1.0,14.0,14.678797836925176,0.0,0.06,Profitable,2,Low-Value
9029,22,73,1536,519,27.123287671232877,1.3657673809610077e-21,0.0,1.0,69.81818181818181,70.11519305763908,0.0,0.0,Non-profitable,1,VIP
521,16,42,581,649,34.285714285714285,2.6509883643553085e-23,0.0,1.0,36.3125,36.62796020045188,0.0,0.0,Non-profitable,0,Moderate-Value
1459,13,16,928,599,73.125,1.952903453119246e-24,0.0,1.0,71.38461538461539,71.89332299547634,0.0,0.0,Non-profitable,1,VIP
