ID,Frequency,Recency,Monetary,T,Actual_Purchases,Predicted_Purchases,p_alive,p_not_alive,Actual_Avg_Monetary,Predicted_Avg_Monetary,Actual_cltv,Predicted_cltv,CLTV_label,Cluster,Customer_Segment
10681,21,13,889,165,145.3846153846154,1.462824538296544e-22,0.0,1.0,42.333333333333336,42.58628198833641,0.0,0.0,Non-profitable,0,Moderate-Value
10232,12,9,331,236,120.0,1.0712884521602811e-17,0.0,1.0,27.583333333333332,27.97191848268768,0.0,0.0,Non-profitable,0,Moderate-Value
9120,15,80,1065,571,16.875,2.2164078001252146e-16,0.0,1.0,71.0,71.4395366759039,0.0,0.0,Non-profitable,1,VIP
891,3,60,11,295,4.5,0.00011964392365858293,0.0002,0.9998,3.6666666666666665,4.879223675728493,0.0,0.04,Profitable,2,Low-Value
10381,3,43,21,359,6.27906976744186,4.838795246323927e-06,0.0,1.0,7.0,8.262633184776504,0.0,0.04,Profitable,2,Low-Value
3525,3,19,17,569,14.210526315789473,1.4316717320057206e-09,0.0,1.0,5.666666666666667,6.9092693811573,0.0,0.01,Profitable,2,Low-Value
6818,11,26,369,655,38.07692307692307,4.3381751124650515e-20,0.0,1.0,33.54545454545455,33.99367243861868,0.0,0.0,Non-profitable,0,Moderate-Value
3526,4,58,38,153,6.206896551724138,0.014125627498507128,0.0105,0.9895,9.5,10.471494084286604,0.01,0.32,Profitable,2,Low-Value
8181,8,42,177,289,17.142857142857142,1.5012125258381292e-08,0.0,1.0,22.125,22.67849823548732,0.0,0.03,Profitable,2,Low-Value
1029,11,27,279,332,36.666666666666664,5.738098876817694e-14,0.0,1.0,25.363636363636363,25.778694482869042,0.0,0.0,Non-profitable,0,Moderate-Value
7369,5,56,62,270,8.035714285714286,2.1199820993703212e-05,0.0,1.0,12.4,13.201437999649201,0.0,0.12,Profitable,2,Low-Value
2574,18,27,1230,514,60.0,4.225922508339639e-26,0.0,1.0,68.33333333333333,68.69283847565184,0.0,0.0,Non-profitable,1,VIP
8159,8,10,182,89,72.0,5.068771487856757e-07,0.0,1.0,22.75,23.306986464621932,0.0,1.26,Profitable,2,Low-Value
1160,6,48,49,310,11.25,3.981455118710111e-07,0.0,1.0,8.166666666666666,8.801974521638218,0.0,0.03,Profitable,2,Low-Value
10242,6,39,75,286,13.846153846153847,2.8908594721274007e-07,0.0,1.0,12.5,13.16761469870853,0.0,0.05,Profitable,2,Low-Value
5253,10,85,227,355,10.588235294117647,2.8538926717843063e-08,0.0,1.0,22.7,23.144869347043333,0.0,0.01,Profitable,2,Low-Value
5966,10,64,215,596,14.0625,6.733579356454725e-14,0.0,1.0,21.5,21.939517401112962,0.0,0.0,Non-profitable,2,Low-Value
5314,13,69,444,468,16.956521739130434,1.007185443409591e-13,0.0,1.0,34.15384615384615,34.534956203620645,0.0,0.0,Non-profitable,0,Moderate-Value
5081,4,54,47,252,6.666666666666666,0.00011593181772102433,0.0001,0.9999,11.75,12.746750293165631,0.0,0.16,Profitable,2,Low-Value
5123,6,57,143,440,9.473684210526315,1.0387596925574725e-08,0.0,1.0,23.833333333333332,24.585442854123187,0.0,0.02,Profitable,2,Low-Value
5756,5,64,55,87,7.03125,1.2091943129913363,0.4243,0.5757,11.0,11.788894180945446,0.71,0.72,Profitable,2,Low-Value
8036,7,10,63,72,62.99999999999999,2.677914440019366e-05,0.0,1.0,9.0,9.54928986679294,0.0,0.67,Profitable,2,Low-Value
9058,21,65,1867,644,29.07692307692308,7.778002514386135e-25,0.0,1.0,88.9047619047619,89.25638787737577,0.0,0.0,Non-profitable,1,VIP
5057,18,74,611,288,21.891891891891895,1.275498468713399e-11,0.0,1.0,33.94444444444444,34.21891098660236,0.0,0.0,Non-profitable,0,Moderate-Value
254,15,4,473,43,337.5,1.108508025056046e-12,0.0,1.0,31.533333333333335,31.855697833416553,0.0,5.0,Profitable,0,Moderate-Value
4179,5,94,55,313,4.787234042553192,9.176607890253688e-05,0.0001,0.9999,11.0,11.788894180945446,0.0,0.12,Profitable,2,Low-Value
3710,5,41,81,625,10.97560975609756,4.9375612617745967e-11,0.0,1.0,16.2,17.035485507559393,0.0,0.0,Non-profitable,2,Low-Value
7627,21,25,2086,564,75.6,1.0280572414603533e-31,0.0,1.0,99.33333333333333,99.70705576050422,0.0,0.0,Non-profitable,3,High-Value
4501,19,94,1478,231,18.191489361702125,1.0599690992035962e-07,0.0,1.0,77.78947368421052,78.15216320863628,0.0,0.1,Profitable,1,VIP
6424,4,9,49,150,40.0,8.635557529442492e-06,0.0,1.0,12.25,13.252362784027637,0.0,0.28,Profitable,2,Low-Value
3075,14,47,382,291,26.80851063829787,1.919728674341689e-12,0.0,1.0,27.285714285714285,27.617663738780653,0.0,0.0,Non-profitable,0,Moderate-Value
4992,6,12,69,283,45.0,3.2065619205793426e-10,0.0,1.0,11.5,12.160159273230764,0.0,0.02,Profitable,2,Low-Value
5252,5,80,67,611,5.625,3.380611734536083e-09,0.0,1.0,13.4,14.210397870151883,0.0,0.01,Profitable,2,Low-Value
7444,4,20,30,253,18.0,1.5823903635251843e-06,0.0,1.0,7.5,8.449044120838579,0.0,0.06,Profitable,2,Low-Value
6919,6,39,63,390,13.846153846153847,4.950604673318791e-09,0.0,1.0,10.5,11.152703847753001,0.0,0.01,Profitable,2,Low-Value
3537,7,57,79,681,11.052631578947368,9.66600487449136e-13,0.0,1.0,11.285714285714286,11.849595160072093,0.0,0.0,Non-profitable,2,Low-Value
10277,4,27,42,493,13.333333333333332,2.5047150901571472e-09,0.0,1.0,10.5,11.482719066010615,0.0,0.01,Profitable,2,Low-Value
2453,20,83,819,667,21.686746987951807,3.6865346713171523e-22,0.0,1.0,40.95,41.21254629005529,0.0,0.0,Non-profitable,0,Moderate-Value
7972,16,79,1151,285,18.227848101265824,5.805425232816145e-10,0.0,1.0,71.9375,72.35209807828127,0.0,0.01,Profitable,1,VIP
895,17,69,594,567,22.17391304347826,4.850328564120816e-19,0.0,1.0,34.94117647058823,35.2344405184889,0.0,0.0,Non-profitable,0,Moderate-Value
1177,7,77,129,519,8.181818181818182,1.313921395839307e-09,0.0,1.0,18.428571428571427,19.038049201569446,0.0,0.0,Non-profitable,2,Low-Value
7141,8,15,213,547,48.0,1.4950686744298477e-16,0.0,1.0,26.625,27.203613485256522,0.0,0.0,Non-profitable,0,Moderate-Value
7232,5,99,67,138,4.545454545454545,0.45260963457722614,0.2492,0.7508,13.4,14.210397870151883,0.32,0.69,Profitable,2,Low-Value
8477,4,61,28,475,5.901639344262295,1.5595086645464642e-07,0.0,1.0,7.0,7.943431629976573,0.0,0.01,Profitable,2,Low-Value
2457,4,23,45,611,15.652173913043478,6.17791219456121e-11,0.0,1.0,11.25,12.241137802303625,0.0,0.0,Non-profitable,2,Low-Value
7930,10,74,268,314,12.162162162162163,5.019576071652086e-08,0.0,1.0,26.8,27.263155162305438,0.0,0.03,Profitable,0,Moderate-Value
4587,11,90,266,346,11.0,2.6331762782800028e-08,0.0,1.0,24.181818181818183,24.592086555927434,0.0,0.01,Profitable,2,Low-Value
6682,4,41,37,565,8.78048780487805,2.2383500048418118e-09,0.0,1.0,9.25,10.218687838855601,0.0,0.01,Profitable,2,Low-Value
6222,5,28,37,244,16.071428571428573,1.5353619278314393e-06,0.0,1.0,7.4,8.156638647135795,0.0,0.06,Profitable,2,Low-Value
10299,22,73,882,597,27.123287671232877,1.4841122415272902e-23,0.0,1.0,40.09090909090909,40.32780190021912,0.0,0.0,Non-profitable,0,Moderate-Value
3083,13,88,373,338,13.295454545454547,2.85975692402012e-09,0.0,1.0,28.692307692307693,29.054699918038505,0.0,0.01,Profitable,0,Moderate-Value
8953,4,94,35,419,3.829787234042553,7.355932590155083e-06,0.0,1.0,8.75,9.713075347993595,0.0,0.04,Profitable,2,Low-Value
8650,4,31,42,468,11.612903225806452,8.87386640194487e-09,0.0,1.0,10.5,11.482719066010615,0.0,0.01,Profitable,2,Low-Value
10862,12,6,326,681,180.0,6.249120897492089e-29,0.0,1.0,27.166666666666668,27.553704370811037,0.0,0.0,Non-profitable,0,Moderate-Value
2782,14,23,404,353,54.78260869565218,1.603049360552498e-18,0.0,1.0,28.857142857142858,29.194092011099816,0.0,0.0,Non-profitable,0,Moderate-Value
6941,5,92,95,350,4.891304347826087,2.0754932451101112e-05,0.0,1.0,19.0,19.8605731449669,0.0,0.13,Profitable,2,Low-Value
10972,13,52,939,111,22.5,0.0010233083134021331,0.0002,0.9998,72.23076923076923,72.74237678620034,0.0,6.51,Profitable,1,VIP
10708,4,50,33,183,7.2,0.0015499474766657595,0.0014,0.9986,8.25,9.207462857131588,0.0,0.21,Profitable,2,Low-Value
6583,20,54,981,391,33.33333333333333,4.03030143317741e-19,0.0,1.0,49.05,49.33056891751709,0.0,0.0,Non-profitable,0,Moderate-Value
3641,5,93,36,525,4.838709677419355,9.177567122918277e-08,0.0,1.0,7.2,7.954846673035258,0.0,0.01,Profitable,2,Low-Value
10156,19,56,1237,391,30.53571428571429,5.289821410882655e-18,0.0,1.0,65.10526315789474,65.43824123659228,0.0,0.0,Non-profitable,1,VIP
4299,27,28,1825,646,86.78571428571429,1.7309513212271325e-40,0.0,1.0,67.5925925925926,67.83084513877019,0.0,0.0,Non-profitable,1,VIP
3469,6,94,103,661,5.744680851063829,5.041072215404589e-10,0.0,1.0,17.166666666666668,17.8690733509381,0.0,0.0,Non-profitable,2,Low-Value
5063,9,76,191,558,10.657894736842104,1.0156461360603389e-11,0.0,1.0,21.22222222222222,21.709439801761523,0.0,0.0,Non-profitable,2,Low-Value
10727,23,43,1586,222,48.13953488372093,1.3138791695945536e-16,0.0,1.0,68.95652173913044,69.23892781560136,0.0,0.0,Non-profitable,1,VIP
5156,21,13,889,165,145.3846153846154,1.462824538296544e-22,0.0,1.0,42.333333333333336,42.58628198833641,0.0,0.0,Non-profitable,0,Moderate-Value
4376,6,27,93,134,20.0,0.00012342090237360616,0.0001,0.9999,15.5,16.18998097514182,0.0,0.55,Profitable,2,Low-Value
8923,20,12,1587,437,150.0,2.9965150670001264e-33,0.0,1.0,79.35,79.69798689431863,0.0,0.0,Non-profitable,1,VIP
8461,3,3,16,111,90.0,4.310096806740078e-05,0.0,1.0,5.333333333333333,6.570928430252498,0.0,0.16,Profitable,2,Low-Value
6945,31,72,1375,390,38.75,3.456442290259477e-24,0.0,1.0,44.354838709677416,44.52897355531514,0.0,0.0,Non-profitable,0,Moderate-Value
944,13,6,393,537,195.0,2.135461429471991e-28,0.0,1.0,30.23076923076923,30.59843408299122,0.0,0.0,Non-profitable,0,Moderate-Value
1907,21,53,1477,639,35.66037735849057,1.2575808364533341e-26,0.0,1.0,70.33333333333333,70.6456094553662,0.0,0.0,Non-profitable,1,VIP
701,16,58,1179,235,24.82758620689655,2.2655061856424915e-10,0.0,1.0,73.6875,74.10696800912201,0.0,0.02,Profitable,1,VIP
3856,22,78,1005,632,25.384615384615383,1.0213861653358822e-23,0.0,1.0,45.68181818181818,45.930017668357735,0.0,0.0,Non-profitable,0,Moderate-Value
2131,19,37,1307,546,46.21621621621621,1.6361986941219255e-25,0.0,1.0,68.78947368421052,69.13108164341003,0.0,0.0,Non-profitable,1,VIP
2942,13,20,486,418,58.5,1.0501795827842655e-19,0.0,1.0,37.38461538461539,37.77679795002135,0.0,0.0,Non-profitable,0,Moderate-Value
1173,12,73,2252,476,14.794520547945204,8.402830274938112e-13,0.0,1.0,187.66666666666666,188.6497802656949,0.0,0.0,Non-profitable,3,High-Value
4381,10,56,235,315,16.071428571428573,2.3753664235720306e-09,0.0,1.0,23.5,23.948437310996916,0.0,0.01,Profitable,2,Low-Value
4611,30,36,1724,524,75.0,1.5401229175661422e-37,0.0,1.0,57.46666666666667,57.666049545515904,0.0,0.0,Non-profitable,1,VIP
3376,10,9,235,198,100.0,6.466734262759147e-14,0.0,1.0,23.5,23.948437310996916,0.0,0.02,Profitable,2,Low-Value
10928,15,28,599,286,48.214285714285715,2.1848727120274484e-16,0.0,1.0,39.93333333333333,40.28063650597298,0.0,0.0,Non-profitable,0,Moderate-Value
4248,19,23,2008,132,74.34782608695652,9.61843408749839e-14,0.0,1.0,105.6842105263158,106.11224057454221,0.0,0.1,Profitable,3,High-Value
6728,4,38,48,671,9.473684210526315,1.1891357292235627e-10,0.0,1.0,12.0,12.999556538596634,0.0,0.0,Non-profitable,2,Low-Value
6661,27,63,1174,686,38.57142857142857,5.199072795188045e-32,0.0,1.0,43.48148148148148,43.68001797392599,0.0,0.0,Non-profitable,0,Moderate-Value
4725,6,71,67,77,7.605633802816901,3.29490273078939,0.8697,0.13029999999999997,11.166666666666666,11.82434079807151,1.95,0.94,Profitable,2,Low-Value
3277,13,9,365,695,130.0,4.811476584910502e-29,0.0,1.0,28.076923076923077,28.43720625205742,0.0,0.0,Non-profitable,0,Moderate-Value
2564,8,87,165,176,8.275862068965518,0.006757834603961708,0.0031,0.9969,20.625,21.170126485564253,0.01,1.01,Profitable,2,Low-Value
946,9,92,210,645,8.804347826086957,3.965730811652361e-12,0.0,1.0,23.333333333333332,23.83101772240925,0.0,0.0,Non-profitable,2,Low-Value
3867,25,36,1095,302,62.5,5.314852137863548e-24,0.0,1.0,43.8,44.015014385843955,0.0,0.0,Non-profitable,0,Moderate-Value
6940,8,86,223,251,8.372093023255815,5.712733564748334e-05,0.0,1.0,27.875,28.460589943525747,0.0,0.37,Profitable,0,Moderate-Value
55,18,83,597,569,19.518072289156628,1.9576711962673247e-18,0.0,1.0,33.166666666666664,33.43920988022644,0.0,0.0,Non-profitable,0,Moderate-Value
7093,3,74,22,227,3.6486486486486487,0.002930718329535304,0.0041,0.9959,7.333333333333333,8.600974135681305,0.0,0.14,Profitable,2,Low-Value
5084,23,87,1064,186,23.793103448275865,2.8728771409882814e-07,0.0,1.0,46.26086956521739,46.49937691827637,0.0,0.17,Profitable,0,Moderate-Value
1777,5,29,74,660,15.517241379310345,3.2716209608960195e-12,0.0,1.0,14.8,15.622941688855636,0.0,0.0,Non-profitable,2,Low-Value
8162,4,88,26,544,4.090909090909091,1.61887322875395e-07,0.0,1.0,6.5,7.437819139114567,0.0,0.01,Profitable,2,Low-Value
10826,4,77,60,548,4.675324675324676,7.158726228861208e-08,0.0,1.0,15.0,16.03323148376867,0.0,0.02,Profitable,2,Low-Value
8754,3,25,20,409,10.799999999999999,1.9245104529524706e-07,0.0,1.0,6.666666666666667,7.924292233871704,0.0,0.02,Profitable,2,Low-Value
1987,5,34,59,277,13.23529411764706,1.0420736108853836e-06,0.0,1.0,11.8,12.596062077347593,0.0,0.07,Profitable,2,Low-Value
11007,4,43,34,416,8.372093023255815,1.643194995592051e-07,0.0,1.0,8.5,9.460269102562592,0.0,0.02,Profitable,2,Low-Value
7426,9,76,198,234,10.657894736842104,1.9450882087973517e-05,0.0,1.0,22.0,22.491073772526477,0.0,0.25,Profitable,2,Low-Value
9153,25,81,1048,335,27.777777777777775,1.593537093371264e-16,0.0,1.0,41.92,42.13166945068365,0.0,0.0,Non-profitable,0,Moderate-Value
10379,16,87,574,233,16.551724137931036,2.4669062995831206e-07,0.0,1.0,35.875,36.1892427177417,0.0,0.08,Profitable,0,Moderate-Value
9204,13,33,1029,655,35.45454545454545,2.1321929257822195e-21,0.0,1.0,79.15384615384616,79.68918052848755,0.0,0.0,Non-profitable,1,VIP
3197,18,38,670,195,42.63157894736842,5.990704541632342e-13,0.0,1.0,37.22222222222222,37.50479422061515,0.0,0.0,Non-profitable,0,Moderate-Value
2920,14,63,990,575,20.0,3.371382610282976e-17,0.0,1.0,70.71428571428571,71.18440871923751,0.0,0.0,Non-profitable,1,VIP
6961,3,26,11,38,10.384615384615385,2.739042048150034,0.6675,0.3325,3.6666666666666665,4.879223675728493,0.67,0.23,Profitable,2,Low-Value
4673,18,17,1241,607,95.29411764705883,1.1955647978552057e-31,0.0,1.0,68.94444444444444,69.30546077351863,0.0,0.0,Non-profitable,1,VIP
9937,16,75,576,178,19.200000000000003,5.675784335686439e-06,0.0,1.0,36.0,36.314590569944606,0.0,0.48,Profitable,0,Moderate-Value
8779,8,13,172,378,55.38461538461539,2.6456607377021814e-14,0.0,1.0,21.5,22.05001000635271,0.0,0.0,Non-profitable,2,Low-Value
9596,19,19,664,188,90.0,7.792150409973725e-19,0.0,1.0,34.94736842105263,35.209704763641156,0.0,0.0,Non-profitable,0,Moderate-Value
2891,21,51,928,254,37.05882352941176,2.96428627012205e-15,0.0,1.0,44.19047619047619,44.447359830537366,0.0,0.0,Non-profitable,0,Moderate-Value
4910,29,81,2074,668,32.22222222222222,2.6181604964515695e-30,0.0,1.0,71.51724137931035,71.74505571201193,0.0,0.0,Non-profitable,1,VIP
75,14,32,467,339,39.375,3.5703357907063163e-16,0.0,1.0,33.357142857142854,33.708409336377414,0.0,0.0,Non-profitable,0,Moderate-Value
10120,10,84,257,248,10.714285714285714,9.410485655547709e-06,0.0,1.0,25.7,26.15824921186926,0.0,0.21,Profitable,0,Moderate-Value
6327,16,87,1146,192,16.551724137931036,1.4748320771554394e-05,0.0,1.0,71.625,72.03872844777399,0.0,1.02,Profitable,1,VIP
10142,18,99,689,479,16.363636363636363,6.910223438450058e-15,0.0,1.0,38.27777777777778,38.562960007839614,0.0,0.0,Non-profitable,0,Moderate-Value
9826,21,96,2114,655,19.6875,2.288328874475706e-21,0.0,1.0,100.66666666666667,101.04321421131517,0.0,0.0,Non-profitable,3,High-Value
1501,29,21,1717,694,124.28571428571428,6.260441442325676e-48,0.0,1.0,59.206896551724135,59.415833774000355,0.0,0.0,Non-profitable,1,VIP
10767,20,40,1346,44,45.0,16.715255531646704,0.8143,0.18569999999999998,67.3,67.62117545469954,56.52,21.09,Profitable,1,VIP
7279,14,3,1044,272,420.0,2.676435644661031e-27,0.0,1.0,74.57142857142857,75.05382356947545,0.0,0.0,Non-profitable,1,VIP
7230,16,98,493,633,14.693877551020407,7.160670211578709e-17,0.0,1.0,30.8125,31.112654703523834,0.0,0.0,Non-profitable,0,Moderate-Value
143,12,73,957,308,14.794520547945204,4.775334398985271e-09,0.0,1.0,79.75,80.3323252896437,0.0,0.03,Profitable,1,VIP
450,9,90,270,352,9.0,2.0198324640400995e-07,0.0,1.0,30.0,30.530737471823123,0.0,0.04,Profitable,0,Moderate-Value
9316,4,29,29,239,12.413793103448276,1.2352958126468646e-05,0.0,1.0,7.25,8.196237875407576,0.0,0.08,Profitable,2,Low-Value
6379,6,3,121,396,180.0,3.310988466787011e-15,0.0,1.0,20.166666666666668,20.891439627371387,0.0,0.0,Non-profitable,2,Low-Value
9239,7,94,126,338,6.702127659574468,5.0348819197635655e-06,0.0,1.0,18.0,18.606741959079606,0.0,0.08,Profitable,2,Low-Value
8315,3,65,23,95,4.153846153846154,0.6636682223064722,0.3963,0.6037,7.666666666666667,8.939315086586108,0.3,0.32,Profitable,2,Low-Value
2868,5,33,57,447,13.636363636363637,2.347402866241265e-09,0.0,1.0,11.4,12.19247812914652,0.0,0.01,Profitable,2,Low-Value
10888,18,46,636,238,35.21739130434783,1.8666320920894414e-13,0.0,1.0,35.333333333333336,35.61123439084508,0.0,0.0,Non-profitable,0,Moderate-Value
1277,27,29,1004,81,83.79310344827586,2.2901595995993044e-10,0.0,1.0,37.18518518518518,37.373350357914454,0.0,1.01,Profitable,0,Moderate-Value
9977,17,99,734,285,15.454545454545453,1.0872796988182698e-08,0.0,1.0,43.1764705882353,43.491300349795246,0.0,0.01,Profitable,0,Moderate-Value
10196,18,26,614,109,62.30769230769231,2.5856861793725415e-10,0.0,1.0,34.111111111111114,34.38598979511149,0.0,0.34,Profitable,0,Moderate-Value
6384,18,30,1453,138,54.0,1.984231340383827e-11,0.0,1.0,80.72222222222223,81.11236324149681,0.0,0.15,Profitable,1,VIP
8029,14,27,1621,61,46.666666666666664,0.0013757298408641012,0.0001,0.9999,115.78571428571429,116.3992378025735,0.01,19.29,Profitable,3,High-Value
968,9,24,187,185,33.75,1.1304264413029504e-08,0.0,1.0,20.77777777777778,21.262791818467267,0.0,0.11,Profitable,2,Low-Value
6988,20,93,1443,535,19.35483870967742,3.6608143595057005e-18,0.0,1.0,72.15,72.48196678101927,0.0,0.0,Non-profitable,1,VIP
6991,18,88,637,445,18.40909090909091,5.235556862598917e-15,0.0,1.0,35.388888888888886,35.666927327014776,0.0,0.0,Non-profitable,0,Moderate-Value
3336,11,96,948,220,10.3125,0.00014154681394738217,0.0001,0.9999,86.18181818181819,86.84336395394129,0.0,1.81,Profitable,1,VIP
4301,4,10,59,535,36.0,1.8212837976138836e-11,0.0,1.0,14.75,15.780425238337667,0.0,0.01,Profitable,2,Low-Value
1940,3,26,18,352,10.384615384615385,1.1000217913760473e-06,0.0,1.0,6.0,7.247610332062101,0.0,0.03,Profitable,2,Low-Value
1272,22,49,903,616,40.40816326530612,6.820151837401125e-28,0.0,1.0,41.04545454545455,41.284277763072055,0.0,0.0,Non-profitable,0,Moderate-Value
1388,6,11,112,494,49.090909090909086,9.318903569912013e-14,0.0,1.0,18.666666666666668,19.380256489154743,0.0,0.0,Non-profitable,2,Low-Value
1044,17,44,596,411,34.77272727272727,8.98773887656233e-19,0.0,1.0,35.05882352941177,35.35239565893614,0.0,0.0,Non-profitable,0,Moderate-Value
6969,10,75,233,326,12.0,3.0883850142100906e-08,0.0,1.0,23.3,23.74754532000852,0.0,0.02,Profitable,2,Low-Value
10479,10,64,1511,569,14.0625,1.7545662111425221e-13,0.0,1.0,151.1,152.1175275615931,0.0,0.0,Non-profitable,3,High-Value
3619,16,19,1152,644,75.78947368421052,1.2300016025175424e-28,0.0,1.0,72.0,72.41477200438273,0.0,0.0,Non-profitable,1,VIP
1715,5,45,48,503,10.0,2.312517804572631e-09,0.0,1.0,9.6,10.376350362241693,0.0,0.01,Profitable,2,Low-Value
10159,25,77,1185,455,29.22077922077922,1.8003444184486903e-21,0.0,1.0,47.4,47.62141958083178,0.0,0.0,Non-profitable,0,Moderate-Value
1463,3,9,21,92,30.0,0.0019818952980431266,0.0011,0.9989,7.0,8.262633184776504,0.0,0.25,Profitable,2,Low-Value
5114,14,1,965,557,1260.0,9.151334948592132e-39,0.0,1.0,68.92857142857143,69.39301295523846,0.0,0.0,Non-profitable,1,VIP
4990,20,90,869,423,20.0,1.732697128841694e-15,0.0,1.0,43.45,43.718108829395355,0.0,0.0,Non-profitable,0,Moderate-Value
10936,15,79,1947,501,17.08860759493671,4.771640955265106e-15,0.0,1.0,129.8,130.41410738379895,0.0,0.0,Non-profitable,3,High-Value
4692,7,19,71,697,33.1578947368421,2.399006489483149e-16,0.0,1.0,10.142857142857142,10.699442513432516,0.0,0.0,Non-profitable,2,Low-Value
6086,23,62,1380,218,33.38709677419355,1.089808637313225e-12,0.0,1.0,60.0,60.265082059185744,0.0,0.0,Non-profitable,1,VIP
437,22,41,1027,155,48.29268292682927,3.1405877338203476e-12,0.0,1.0,46.68181818181818,46.93204000087033,0.0,0.02,Profitable,0,Moderate-Value
11171,14,60,411,261,21.0,5.84859228844918e-10,0.0,1.0,29.357142857142858,29.69568282501955,0.0,0.01,Profitable,0,Moderate-Value
11101,25,17,836,440,132.3529411764706,2.9218749925620577e-37,0.0,1.0,33.44,33.63658165804567,0.0,0.0,Non-profitable,0,Moderate-Value
5329,3,24,11,275,11.25,9.529103038958188e-06,0.0,1.0,3.6666666666666665,4.879223675728493,0.0,0.04,Profitable,2,Low-Value
610,15,60,480,691,22.5,1.5818791680151232e-20,0.0,1.0,32.0,32.32374998189191,0.0,0.0,Non-profitable,0,Moderate-Value
9384,16,57,606,382,25.263157894736842,2.922639963823197e-15,0.0,1.0,37.875,38.19480835298826,0.0,0.0,Non-profitable,0,Moderate-Value
5956,11,74,284,256,13.378378378378379,4.872926666290161e-07,0.0,1.0,25.818181818181817,26.235082147077357,0.0,0.08,Profitable,0,Moderate-Value
10430,11,22,1472,263,45.0,3.732648055345269e-13,0.0,1.0,133.8181818181818,134.67279116297246,0.0,0.02,Profitable,3,High-Value
7875,25,46,1677,61,48.91304347826087,0.33849860487455236,0.0183,0.9817,67.08,67.33643464676521,1.14,22.84,Profitable,1,VIP
7072,17,69,1335,457,22.17391304347826,1.52053565227466e-16,0.0,1.0,78.52941176470588,78.9368200541889,0.0,0.0,Non-profitable,1,VIP
6516,3,37,18,468,7.297297297297297,1.4475332932783415e-07,0.0,1.0,6.0,7.247610332062101,0.0,0.02,Profitable,2,Low-Value
5564,18,26,1338,689,62.30769230769231,4.643192911488924e-30,0.0,1.0,74.33333333333333,74.70767558198034,0.0,0.0,Non-profitable,1,VIP
5682,26,8,1099,463,292.5,2.3303513776529067e-47,0.0,1.0,42.26923076923077,42.4733425797532,0.0,0.0,Non-profitable,0,Moderate-Value
7458,6,26,97,480,20.76923076923077,1.99046129076125e-11,0.0,1.0,16.166666666666668,16.861617925460333,0.0,0.0,Non-profitable,2,Low-Value
5237,6,79,63,179,6.8354430379746836,0.006910098783130135,0.0042,0.9958,10.5,11.152703847753001,0.0,0.41,Profitable,2,Low-Value
7761,7,71,109,332,8.873239436619718,6.512705783464233e-07,0.0,1.0,15.571428571428571,16.162667584970503,0.0,0.04,Profitable,2,Low-Value
5278,20,83,902,155,21.686746987951807,6.767665347517818e-05,0.0,1.0,45.1,45.3717801053598,0.0,1.74,Profitable,0,Moderate-Value
3560,19,57,1574,413,30.0,1.69302866023304e-18,0.0,1.0,82.84210526315789,83.21663005227208,0.0,0.0,Non-profitable,1,VIP
7235,6,37,38,202,14.594594594594595,1.1921527104068902e-05,0.0,1.0,6.333333333333333,6.954972908262318,0.0,0.1,Profitable,2,Low-Value
10548,23,30,960,112,69.0,4.406127131642415e-12,0.0,1.0,41.73913043478261,41.96889168202771,0.0,0.12,Profitable,0,Moderate-Value
2281,3,34,28,287,7.9411764705882355,1.97395363639569e-05,0.0,1.0,9.333333333333334,10.631019841110113,0.0,0.08,Profitable,2,Low-Value
4073,27,0,1215,151,0.0,3.4507711735157845e-62,0.0,1.0,45.0,45.20103781072878,0.0,0.0,Non-profitable,0,Moderate-Value
6974,21,89,1497,180,21.235955056179776,4.185756072400897e-06,0.0,1.0,71.28571428571429,71.6000083488026,0.0,0.76,Profitable,1,VIP
7938,15,92,449,269,14.673913043478262,7.27186461863335e-08,0.0,1.0,29.933333333333334,30.25094761007247,0.0,0.03,Profitable,0,Moderate-Value
7094,23,87,1064,186,23.793103448275865,2.8728771409882814e-07,0.0,1.0,46.26086956521739,46.49937691827637,0.0,0.17,Profitable,0,Moderate-Value
3667,24,20,1757,486,108.0,1.0742685478028318e-35,0.0,1.0,73.20833333333333,73.48683138069359,0.0,0.0,Non-profitable,1,VIP
7723,20,56,1440,58,32.142857142857146,14.8704193151732,0.9492,0.050799999999999956,72.0,72.33163302865886,53.78,21.07,Profitable,1,VIP
3870,23,28,1006,505,73.92857142857143,1.2464701287297588e-31,0.0,1.0,43.73913043478261,43.972760151906925,0.0,0.0,Non-profitable,0,Moderate-Value
4012,18,55,1226,687,29.454545454545453,3.621975747094164e-24,0.0,1.0,68.11111111111111,68.470066730973,0.0,0.0,Non-profitable,1,VIP
5909,15,25,1171,283,54.0,5.1622723236071287e-17,0.0,1.0,78.06666666666666,78.5271834956736,0.0,0.0,Non-profitable,1,VIP
10470,6,0,92,471,0.0,2.230198895717759e-20,0.0,1.0,15.333333333333334,16.022071737562197,0.0,0.0,Non-profitable,2,Low-Value
10270,6,8,66,269,67.5,6.629638326250809e-11,0.0,1.0,11.0,11.656431560491884,0.0,0.02,Profitable,2,Low-Value
6887,17,33,564,66,46.36363636363636,0.0011336096301658215,0.0001,0.9999,33.1764705882353,33.4651134117804,0.0,6.29,Profitable,0,Moderate-Value
